8, UNTGZI, 34.008568, -118.233979, 34.012284, -118.237883
12, KMBPFD, 34.064721, -118.33068, 34.073231, -118.333948
20, SRPUAB, 34.126614, -118.210014, 34.135638, -118.214202
4, OLFSUX, 34.10605, -118.361004, 34.105195, -118.357971
13, BZEKGH, 33.940456, -118.422469, 33.943845, -118.423878
23, HWPAGU, 34.065312, -118.352835, 34.072312, -118.352837
4, BYFRWD, 34.133223, -118.304501, 34.139268, -118.299442
7, KYIQLM, 34.021618, -118.544405, 34.033215, -118.54807
20, MTULSE, 34.036586, -118.426276, 34.040436, -118.426701
21, XZORKF, 34.07948, -118.579494, 34.081423, -118.58061
15, OKQJDM, 34.063268, -118.464438, 34.070131, -118.458428
7, KAUEIG, 34.007365, -118.56072, 34.019141, -118.554141
17, IRLMUG, 34.098419, -118.532501, 34.106514, -118.531701
4, AYDXEZ, 34.117785, -118.37034, 34.121264, -118.366428
12, RBJUGC, 34.129927, -118.330435, 34.131145, -118.331496
3, CZUALN, 34.019087, -118.345185, 34.02496, -118.344403
15, PMYNEX, 34.089093, -118.459657, 34.097345, -118.461944
14, RKLSUJ, 33.940612, -118.440556, 33.943516, -118.434466
14, ZPWGXI, 34.039507, -118.592547, 34.03898, -118.592985
20, MVILWX, 34.12945, -118.499076, 34.132567, -118.506421
6, RQJSKL, 33.993309, -118.419837, 33.997492, -118.424469
1, UVNIEC, 33.979282, -118.231942, 33.98963, -118.232066
2, MYUDAE, 33.944761, -118.578516, 33.94408, -118.582689
15, VLAMZB, 33.986112, -118.440267, 33.984058, -118.43614
7, SPYBIN, 34.0598, -118.448477, 34.06958, -118.44815
20, NHLEZS, 34.126109, -118.370589, 34.136021, -118.369344
8, QCJFHX, 34.12606, -118.320471, 34.139842, -118.318572
11, NPFCQA, 33.976914, -118.250384, 33.991305, -118.251416
21, QJKXGD, 34.022543, -118.35226, 34.029605, -118.355166
19, SGKDJQ, 34.007352, -118.264552, 34.016122, -118.264054
24, OWPHKG, 33.939254, -118.467539, 33.947599, -118.46519
20, GDUROQ, 33.958642, -118.225196, 33.958259, -118.221057
16, QPZCIX, 34.050055, -118.236319, 34.050383, -118.241166
1, VNYTKO, 33.984768, -118.58714, 33.986647, -118.581855
11, JLZQYI, 34.09943, -118.205273, 34.106681, -118.211808
10, UKLHQZ, 34.112064, -118.384478, 34.119826, -118.379709
22, PVNMXE, 34.117969, -118.561117, 34.123562, -118.55504
4, RBCMKU, 34.031279, -118.334356, 34.039547, -118.325481
0, MOHCXG, 34.071336, -118.476902, 34.077888, -118.475944
19, VHDWRY, 34.099913, -118.594107, 34.104566, -118.597407
0, RBGJWY, 34.087477, -118.328358, 34.097896, -118.327549
18, LBIEDK, 34.060009, -118.60061, 34.065266, -118.592907
9, TRWYOP, 34.03242, -118.498945, 34.046329, -118.49932
20, TSRUVE, 34.045515, -118.433839, 34.051687, -118.43778
22, KLGAJT, 34.04364, -118.408832, 34.058167, -118.406516
16, PCNFDK, 34.129971, -118.22727, 34.139499, -118.224199
23, ACVBGT, 33.996947, -118.38232, 34.002962, -118.387304
17, KINPWL, 33.938445, -118.512101, 33.952717, -118.518328
20, XUBMWL, 34.06018, -118.399946, 34.069602, -118.399411
2, SHFOGA, 34.026117, -118.396988, 34.027353, -118.398921
3, ISJXNL, 34.026637, -118.461445, 34.026196, -118.467276
13, TFBXDL, 34.091232, -118.208752, 34.0972, -118.211177
